,Date,Open,High,Low,Close*,Adj Close**,Volume,MA10,MA20,Profit/ Loss
320,19-Jan-22,"35,412.30","35,547.83","35,015.49",35028.65,"35,028.65","393,080,000",30046.48,30280.2205,Loss
69,19-Jan-23,"33,171.35","33,227.49","32,982.05",33044.56,"33,044.56","319,770,000",30930.22,30379.425,Profit
572,20-Jan-21,"31,017.54","31,235.98","30,997.79",31188.38,"31,188.38","384,980,000",31119.294,30133.163,Loss
319,20-Jan-22,"35,102.66","35,490.20","34,670.12",34715.39,"34,715.39","369,070,000",32153.823,30153.802,Profit
68,20-Jan-23,"33,073.46","33,381.95","32,948.93",33375.49,"33,375.49","367,330,000",32556.562,30627.0845,Profit
824,21-Jan-20,"29,269.05","29,341.21","29,146.47",29196.04,"29,196.04","320,640,000",32085.081,30639.903,Loss
571,21-Jan-21,"31,198.01","31,272.22","31,120.92",31176.01,"31,176.01","418,780,000",32732.047,30649.1275,Profit
318,21-Jan-22,"34,701.69","34,896.67","34,229.55",34265.37,"34,265.37","523,880,000",32621.737,30566.8055,Profit
1075,22-Jan-19,"24,607.76","24,607.76","24,244.31",24404.48,"24,404.48","338,480,000",31732.489,30583.75,Loss
823,22-Jan-20,"29,263.63","29,320.20","29,172.26",29186.27,"29,186.27","283,440,000",31558.064,30591.5525,Profit
570,22-Jan-21,"31,141.56","31,141.56","30,908.47",30996.98,"30,996.98","436,040,000",31154.897,30600.6885,Profit
1074,23-Jan-19,"24,577.25","24,700.98","24,307.17",24575.62,"24,575.62","318,600,000",30308.003,30619.1115,Loss
822,23-Jan-20,"29,111.02","29,190.47","28,966.98",29160.09,"29,160.09","307,060,000",30105.174,30612.234,Loss
67,23-Jan-23,"33,439.56","33,782.88","33,316.25",33629.56,"33,629.56","355,220,000",29996.591,31075.207,Profit
1073,24-Jan-19,"24,579.96","24,626.30","24,422.73",24553.24,"24,553.24","320,170,000",29114.366,30835.464,Loss
821,24-Jan-20,"29,230.39","29,288.79","28,843.31",28989.73,"28,989.73","380,010,000",29093.735,30589.408,Profit
317,24-Jan-22,"34,070.61","34,420.99","33,150.33",34364.5,"34,364.50","664,010,000",29412.584,31072.3155,Profit
66,24-Jan-23,"33,444.72","33,782.92","33,310.56",33733.96,"33,733.96","299,310,000",29359.443,30990.59,Profit
1072,25-Jan-19,"24,687.21","24,860.15","24,676.75",24737.2,"24,737.20","376,890,000",29392.715,30562.602,Loss
569,25-Jan-21,"30,989.85","30,989.85","30,564.06",30960,"30,960.00","472,890,000",29570.088,30564.076,Profit
316,25-Jan-22,"34,186.64","34,591.04","33,545.52",34297.73,"34,297.73","506,430,000",29900.163,30527.53,Loss
65,25-Jan-23,"33,538.36","33,773.09","33,273.21",33743.84,"33,743.84","341,720,000",30816.985,30562.494,Loss
568,26-Jan-21,"30,968.55","31,121.42","30,921.71",30937.04,"30,937.04","373,150,000",30994.68,30549.927,Loss
315,26-Jan-22,"34,520.82","34,815.67","33,876.48",34168.09,"34,168.09","546,330,000",31048.533,30522.562,Profit
64,26-Jan-23,"33,771.66","33,953.79","33,635.60",33949.41,"33,949.41","327,000,000",31988.15,30551.258,Loss
820,27-Jan-20,"28,542.49","28,671.79","28,440.47",28535.8,"28,535.80","337,270,000",31942.757,30518.246,Loss
567,27-Jan-21,"30,893.78","30,893.78","30,206.91",30303.17,"30,303.17","566,470,000",31536.624,30474.604,Loss
314,27-Jan-22,"34,261.75","34,773.32","34,007.78",34160.78,"34,160.78","527,780,000",31579.306,30469.3745,Profit
63,27-Jan-23,"33,952.93","34,164.33","33,830.85",33978.08,"33,978.08","441,260,000",32503.394,30948.0545,Loss
1071,28-Jan-19,"24,596.98","24,596.98","24,323.94",24528.22,"24,528.22","347,170,000",31860.216,30715.152,Profit
819,28-Jan-20,"28,594.28","28,823.23","28,575.75",28722.85,"28,722.85","330,140,000",31302.728,30601.4455,Loss
566,28-Jan-21,"30,377.19","30,951.41","30,377.19",30603.36,"30,603.36","465,140,000",30988.68,30902.8325,Profit
313,28-Jan-22,"34,135.24","34,731.77","33,807.51",34725.47,"34,725.47","568,440,000",31367.523,31181.1015,Loss
1070,29-Jan-19,"24,519.62","24,674.87","24,504.04",24579.96,"24,579.96","330,870,000",30408.71,30728.6215,Loss
818,29-Jan-20,"28,820.53","28,944.24","28,728.19",28734.45,"28,734.45","302,290,000",29887.214,30937.682,Loss
565,29-Jan-21,"30,553.91","30,553.91","29,856.30",29982.62,"29,982.62","536,320,000",30031.896,30987.3265,Profit
1069,30-Jan-19,"24,826.52","25,109.62","24,790.90",25014.86,"25,014.86","397,330,000",29503.065,30519.8445,Loss
817,30-Jan-20,"28,640.16","28,879.71","28,489.76",28859.44,"28,859.44","326,850,000",28972.931,30276.1185,Loss
62,30-Jan-23,"33,909.21","34,055.29","33,695.18",33717.09,"33,717.09","343,920,000",28946.832,30725.113,Profit
1068,31-Jan-19,"24,954.48","25,049.62","24,842.09",24999.67,"24,999.67","507,350,000",28993.977,30427.0965,Loss
816,31-Jan-20,"28,813.04","28,813.04","28,169.53",28256.03,"28,256.03","403,890,000",28947.295,30125.0115,Profit
312,31-Jan-22,"34,691.17","35,148.14","34,496.10",35131.86,"35,131.86","468,070,000",29400.145,30194.4125,Loss
61,31-Jan-23,"33,803.56","34,095.23","33,664.91",34086.04,"34,086.04","360,240,000",29336.202,30351.8625,Loss
964,1-Jul-19,"26,805.86","26,890.64","26,616.21",26717.43,"26,717.43","267,670,000",29549.949,29979.3295,Profit
711,1-Jul-20,"25,879.38","26,019.31","25,713.61",25734.97,"25,734.97","373,180,000",29250.001,29568.6075,Loss
459,1-Jul-21,"34,507.32","34,640.28","34,498.85",34633.53,"34,633.53","268,280,000",29715.092,29873.494,Loss
207,1-Jul-22,"30,737.77","31,139.35","30,487.79",31097.26,"31,097.26","310,440,000",30323.332,29913.1985,Loss
1214,2-Jul-18,"24,161.53","24,319.42","24,077.56",24307.18,"24,307.18","244,110,000",29868.106,29420.5185,Profit
963,2-Jul-19,"26,719.53","26,787.56","26,632.65",26786.68,"26,786.68","219,270,000",29175.065,29060.9485,Loss
710,2-Jul-20,"25,936.45","26,204.41","25,778.12",25827.36,"25,827.36","349,130,000",29257.834,29125.9055,Loss
458,2-Jul-21,"34,642.42","34,821.93","34,613.49",34786.35,"34,786.35","301,860,000",29910.866,29429.0805,Loss
1213,3-Jul-18,"24,359.39","24,444.88","24,150.85",24174.82,"24,174.82","160,960,000",28815.162,29107.6535,Profit
962,3-Jul-19,"26,832.32","26,966.00","26,831.44",26966,"26,966.00","149,840,000",28103.158,28719.68,Profit
1212,5-Jul-18,"24,285.82","24,372.80","24,177.44",24356.74,"24,356.74","237,670,000",27867.089,28708.519,Profit
961,5-Jul-19,"26,867.75","26,950.81","26,733.33",26922.12,"26,922.12","192,170,000",27985.804,28617.9025,Profit
206,5-Jul-22,"30,903.12","30,971.74","30,355.12",30967.82,"30,967.82","323,080,000",27619.233,28667.1625,Profit
1211,6-Jul-18,"24,352.47","24,520.29","24,281.47",24456.48,"24,456.48","219,450,000",26955.155,28639.2435,Profit
709,6-Jul-20,"25,996.08","26,297.53","25,996.08",26287.03,"26,287.03","340,690,000",27153.14,28510.623,Loss
457,6-Jul-21,"34,790.16","34,814.20","34,358.42",34577.37,"34,577.37","348,430,000",27932.209,28553.637,Loss
205,6-Jul-22,"30,957.30","31,224.69","30,794.84",31037.68,"31,037.68","289,800,000",28453.241,28855.5375,Profit
708,7-Jul-20,"26,172.01","26,174.93","25,866.58",25890.18,"25,890.18","346,820,000",27563.624,28737.245,Profit
456,7-Jul-21,"34,604.17","34,708.78","34,435.59",34681.79,"34,681.79","302,700,000",28614.321,28714.7415,Profit
204,7-Jul-22,"31,190.65","31,421.84","31,154.64",31384.55,"31,384.55","296,620,000",29056.176,28579.667,Profit
960,8-Jul-19,"26,835.64","26,839.14","26,744.87",26806.14,"26,806.14","214,290,000",29301.116,28584.1025,Profit
707,8-Jul-20,"25,950.06","26,109.49","25,816.25",26067.28,"26,067.28","337,300,000",29215.632,28600.718,Loss
455,8-Jul-21,"34,569.01","34,569.01","34,145.59",34421.93,"34,421.93","335,690,000",29561.043,28590.138,Profit
203,8-Jul-22,"31,348.43","31,511.46","31,212.45",31338.15,"31,338.15","238,120,000",30249.21,28602.1825,Loss
1210,9-Jul-18,"24,519.20","24,796.52","24,518.43",24776.59,"24,776.59","240,580,000",30098.166,28625.653,Profit
959,9-Jul-19,"26,725.12","26,807.70","26,665.57",26783.49,"26,783.49","218,330,000",29318.778,28625.4935,Loss
706,9-Jul-20,"26,094.92","26,103.28","25,523.51",25706.09,"25,706.09","387,610,000",28785.619,28619.43,Profit
454,9-Jul-21,"34,457.51","34,893.72","34,457.51",34870.16,"34,870.16","301,750,000",29683.617,28623.6205,Loss
1209,10-Jul-18,"24,806.97","24,945.38","24,806.97",24919.66,"24,919.66","235,040,000",28707.404,28660.8625,Profit
958,10-Jul-19,"26,851.96","26,983.45","26,813.11",26860.2,"26,860.20","207,990,000",28254.969,28655.5725,Loss
705,10-Jul-20,"25,690.35","26,101.32","25,637.50",26075.3,"26,075.30","338,170,000",28181.885,28741.5005,Loss
1208,11-Jul-18,"24,789.48","24,815.16","24,663.82",24700.45,"24,700.45","237,370,000",28045.202,28630.417,Profit
957,11-Jul-19,"26,950.16","27,088.45","26,916.32",27088.08,"27,088.08","252,300,000",27311.817,28436.43,Profit
202,11-Jul-22,"31,277.98","31,367.55","31,114.40",31173.84,"31,173.84","245,020,000",27295.386,28772.298,Profit
1207,12-Jul-18,"24,802.90","24,939.97","24,802.90",24924.89,"24,924.89","233,150,000",27310.216,28704.191,Profit
956,12-Jul-19,"27,139.49","27,333.79","27,135.45",27332.03,"27,332.03","248,390,000",27365.07,28341.924,Profit
453,12-Jul-21,"34,836.75","35,014.90","34,730.15",34996.18,"34,996.18","294,800,000",28294.079,28539.849,Loss
201,12-Jul-22,"31,113.31","31,346.10","30,860.51",30981.33,"30,981.33","324,190,000",27905.196,28794.4065,Loss
1206,13-Jul-18,"24,926.07","25,043.21","24,890.06",25019.41,"25,019.41","255,520,000",27915.171,28311.2875,Loss
704,13-Jul-20,"26,225.07","26,639.09","26,044.23",26085.8,"26,085.80","425,320,000",27837.731,28046.35,Loss
452,13-Jul-21,"34,959.96","35,018.79","34,876.89",34888.79,"34,888.79","322,430,000",28719.08,28450.4825,Profit
200,13-Jul-22,"30,743.63","30,979.17","30,514.61",30772.79,"30,772.79","291,830,000",29326.314,28685.758,Loss
703,14-Jul-20,"26,044.17","26,690.52","25,994.98",26642.59,"26,642.59","401,640,000",29281.765,28296.791,Profit
451,14-Jul-21,"34,920.83","35,069.18","34,826.87",34933.23,"34,933.23","344,340,000",29657.704,28476.545,Loss
199,14-Jul-22,"30,451.80","30,680.12","30,143.93",30630.17,"30,630.17","325,130,000",30228.232,28769.224,Profit
955,15-Jul-19,"27,364.69","27,364.69","27,294.17",27359.16,"27,359.16","199,730,000",30230.945,28798.0075,Loss
702,15-Jul-20,"27,009.81","27,071.33","26,692.48",26870.1,"26,870.10","384,900,000",29418.337,28856.208,Profit
450,15-Jul-21,"34,924.81","34,990.41","34,762.87",34987.02,"34,987.02","320,450,000",29818.906,28862.051,Loss
198,15-Jul-22,"30,775.37","31,288.26","30,775.37",31288.26,"31,288.26","321,570,000",30445.791,29180.481,Profit
1205,16-Jul-18,"25,025.58","25,072.41","24,979.64",25064.36,"25,064.36","231,270,000",30343.647,29090.689,Loss
954,16-Jul-19,"27,349.32","27,398.68","27,290.24",27335.63,"27,335.63","226,000,000",29588.331,29153.7055,Loss
701,16-Jul-20,"26,746.57","26,879.16","26,590.01",26734.71,"26,734.71","287,330,000",29184.523,29255.4185,Profit
449,16-Jul-21,"35,007.94","35,090.01","34,647.82",34687.85,"34,687.85","322,980,000",29989.049,29635.407,Profit
1204,17-Jul-18,"25,033.92","25,155.39","24,989.61",25119.89,"25,119.89","250,450,000",29007.715,29332.7095,Profit
953,17-Jul-19,"27,320.91","27,343.06","27,218.38",27219.85,"27,219.85","193,930,000",28666.683,29447.4575,Profit
700,17-Jul-20,"26,774.62","26,808.43","26,619.88",26671.95,"26,671.95","296,460,000",28597.962,29414.4535,Loss
1203,18-Jul-18,"25,133.79","25,215.32","25,101.12",25199.29,"25,199.29","252,870,000",28430.881,28924.609,Profit
952,18-Jul-19,"27,191.98","27,266.81","27,068.79",27222.97,"27,222.97","216,070,000",27654.476,28736.691,Loss
197,18-Jul-22,"31,475.98","31,644.68","30,982.97",31072.61,"31,072.61","309,960,000",27632.911,29039.351,Profit
1202,19-Jul-18,"25,139.15","25,154.17","25,052.62",25064.5,"25,064.50","285,760,000",27632.925,28988.286,Loss
951,19-Jul-19,"27,246.38","27,342.96","27,145.78",27154.2,"27,154.20","287,690,000",27614.782,28601.5565,Profit
448,19-Jul-21,"34,528.48","34,528.48","33,741.76",33962.04,"33,962.04","440,440,000",28337.515,28761.019,Loss
196,19-Jul-22,"31,165.91","31,842.25","31,165.91",31827.05,"31,827.05","378,720,000",28051.435,29020.242,Profit
1201,20-Jul-18,"25,041.14","25,124.10","24,986.35",25058.12,"25,058.12","274,080,000",28045.258,28526.4865,Loss
699,20-Jul-20,"26,660.29","26,765.02","26,504.20",26680.87,"26,680.87","309,390,000",27991.36,28329.0215,Profit
447,20-Jul-21,"33,981.79","34,621.79","33,981.79",34511.99,"34,511.99","387,020,000",28775.364,28686.663,Loss
195,20-Jul-22,"31,829.99","31,944.45","31,646.95",31874.84,"31,874.84","313,520,000",29442.919,28936.9,Loss
698,21-Jul-20,"26,833.14","27,025.38","26,766.22",26840.4,"26,840.40","364,930,000",29404.662,28529.569,Profit
446,21-Jul-21,"34,556.96","34,820.24","34,556.96",34798,"34,798.00","317,090,000",29777.201,28705.056,Loss
194,21-Jul-22,"31,826.49","32,040.63","31,534.08",32036.9,"32,036.90","302,320,000",30474.441,29053.683,Profit
950,22-Jul-19,"27,174.18","27,227.77","27,088.90",27171.9,"27,171.90","216,310,000",30476.211,29045.4965,Profit
697,22-Jul-20,"26,824.56","27,035.24","26,794.19",27005.84,"27,005.84","404,340,000",29780.591,29059.053,Profit
445,22-Jul-21,"34,799.68","34,879.28","34,673.03",34823.35,"34,823.35","291,610,000",30080.221,29065.828,Loss
193,22-Jul-22,"32,167.92","32,219.25","31,731.47",31899.29,"31,899.29","319,880,000",30764.338,29404.798,Profit
1200,23-Jul-18,"25,036.90","25,081.45","24,983.33",25044.29,"25,044.29","228,820,000",30600.68,29296.02,Loss
949,23-Jul-19,"27,231.86","27,368.81","27,204.58",27349.19,"27,349.19","248,850,000",29884.4,29329.882,Profit
696,23-Jul-20,"26,955.97","26,973.85","26,560.04",26652.33,"26,652.33","419,800,000",29362.149,29402.534,Loss
444,23-Jul-21,"34,855.11","35,095.33","34,855.11",35061.55,"35,061.55","314,040,000",30184.264,29794.463,Profit
1199,24-Jul-18,"25,092.43","25,286.62","25,092.43",25241.94,"25,241.94","274,940,000",29228.658,29502.9295,Profit
948,24-Jul-19,"27,262.24","27,291.04","27,191.12",27269.97,"27,269.97","244,320,000",28751.965,29613.203,Loss
695,24-Jul-20,"26,533.41","26,625.70","26,402.86",26469.89,"26,469.89","494,170,000",28681.764,29578.9875,Profit
1198,25-Jul-18,"25,183.70","25,432.87","25,113.55",25414.1,"25,414.10","273,670,000",28522.59,29151.5905,Loss
947,25-Jul-19,"27,247.39","27,298.43","27,062.48",27140.98,"27,140.98","241,420,000",27754.353,28917.287,Loss
192,25-Jul-22,"31,950.93","32,029.03","31,821.67",31990.04,"31,990.04","255,450,000",27763.428,29263.883,Loss
1197,26-Jul-18,"25,468.55","25,587.24","25,463.16",25527.07,"25,527.07","297,530,000",27811.706,29206.193,Loss
946,26-Jul-19,"27,166.00","27,213.70","27,123.25",27192.45,"27,192.45","233,650,000",27796.032,28840.216,Loss
443,26-Jul-21,"35,055.86","35,150.37","34,950.19",35144.31,"35,144.31","259,790,000",28645.23,29003.6895,Profit
191,26-Jul-22,"31,950.04","31,950.04","31,705.36",31761.54,"31,761.54","324,930,000",28315.229,29249.7465,Loss
1196,27-Jul-18,"25,520.52","25,580.22","25,370.07",25451.06,"25,451.06","329,680,000",28336.141,28782.3995,Loss
694,27-Jul-20,"26,447.67","26,625.46","26,426.92",26584.77,"26,584.77","400,930,000",28267.621,28509.793,Loss
442,27-Jul-21,"35,078.90","35,078.90","34,878.07",35058.52,"35,058.52","326,610,000",29126.484,28904.124,Loss
190,27-Jul-22,"31,865.05","32,336.23","31,799.43",32197.59,"32,197.59","365,480,000",29804.833,29163.7115,Profit
693,28-Jul-20,"26,529.45","26,556.84","26,361.71",26379.28,"26,379.28","361,090,000",29728.663,28741.508,Profit
441,28-Jul-21,"35,109.95","35,116.37","34,876.84",34930.93,"34,930.93","347,170,000",30022.752,28893.09,Profit
189,28-Jul-22,"32,197.62","32,609.54","31,982.61",32529.63,"32,529.63","331,110,000",30723.008,29267.357,Loss
945,29-Jul-19,"27,192.24","27,275.85","27,178.06",27221.35,"27,221.35","250,850,000",30725.898,29260.965,Profit
692,29-Jul-20,"26,388.44","26,602.45","26,375.39",26539.57,"26,539.57","347,580,000",29865.424,29255.327,Loss
440,29-Jul-21,"34,985.99","35,171.52","34,985.99",35084.53,"35,084.53","222,680,000",30197.723,29256.476,Profit
188,29-Jul-22,"32,515.62","32,910.18","32,493.02",32845.13,"32,845.13","487,360,000",30937.13,29636.6355,Loss
1195,30-Jul-18,"25,439.32","25,500.16","25,287.38",25306.83,"25,306.83","296,880,000",30809.336,29538.4785,Profit
944,30-Jul-19,"27,145.39","27,224.36","27,069.86",27198.02,"27,198.02","293,250,000",30023.286,29574.885,Loss
691,30-Jul-20,"26,367.42","26,374.93","25,992.28",26313.65,"26,313.65","351,540,000",29434.892,29619.8625,Profit
439,30-Jul-21,"35,013.26","35,106.30","34,871.13",34935.47,"34,935.47","276,410,000",30290.511,30009.587,Profit
1194,31-Jul-18,"25,345.21","25,490.98","25,345.21",25415.19,"25,415.19","348,700,000",29338.937,29680.8445,Profit
943,31-Jul-19,"27,244.67","27,281.65","26,719.60",26864.27,"26,864.27","385,150,000",28772.401,29747.7045,Profit
690,31-Jul-20,"26,409.33","26,440.02","26,013.59",26428.32,"26,428.32","488,050,000",28693.098,29709.498,Loss
1235,1-Jun-18,"24,542.09","24,673.60","24,542.09",24635.21,"24,635.21","315,710,000",28502.662,29184.043,Loss
733,1-Jun-20,"25,342.99","25,508.83","25,220.66",25475.02,"25,475.02","338,310,000",27541.711,28869.717,Loss
481,1-Jun-21,"34,584.19","34,849.32","34,542.87",34575.31,"34,575.31","287,700,000",27714.729,29325.9295,Loss
228,1-Jun-22,"33,156.31","33,272.34","32,584.76",32813.23,"32,813.23","338,210,000",28465.369,29637.3525,Profit
732,2-Jun-20,"25,582.52","25,743.13","25,523.74",25742.65,"25,742.65","352,610,000",28319.832,29171.559,Profit
480,2-Jun-21,"34,614.62","34,706.65","34,545.96",34600.38,"34,600.38","263,810,000",29148.505,29291.6985,Loss
227,2-Jun-22,"32,809.01","33,248.61","32,509.43",33248.28,"33,248.28","333,210,000",28979.786,29635.1485,Profit
984,3-Jun-19,"24,830.16","24,935.21","24,680.57",24819.78,"24,819.78","328,240,000",28920.245,29129.591,Profit
731,3-Jun-20,"25,906.88","26,337.75","25,906.88",26269.89,"26,269.89","398,790,000",28860.807,28816.604,Loss
479,3-Jun-21,"34,550.31","34,667.41","34,334.41",34577.04,"34,577.04","297,380,000",29675.679,29184.3885,Profit
226,3-Jun-22,"32,986.32","33,135.61","32,839.21",32899.7,"32,899.70","298,570,000",30502.128,29502.395,Profit
1234,4-Jun-18,"24,727.55","24,859.37","24,722.14",24813.69,"24,813.69","340,400,000",30435.995,28988.853,Profit
983,4-Jun-19,"24,962.82","25,343.77","24,962.82",25332.18,"25,332.18","281,690,000",29511.682,28613.2055,Loss
730,4-Jun-20,"26,226.49","26,384.10","26,082.31",26281.82,"26,281.82","372,190,000",28858.541,28661.955,Profit
478,4-Jun-21,"34,618.69","34,772.12","34,618.69",34756.39,"34,756.39","270,050,000",29759.915,29039.8735,Loss
1233,5-Jun-18,"24,820.12","24,838.78","24,710.82",24799.98,"24,799.98","306,340,000",28779.875,28964.19,Profit
982,5-Jun-19,"25,451.00","25,544.66","25,373.58",25539.57,"25,539.57","262,660,000",28009.004,28494.395,Loss
729,5-Jun-20,"26,836.80","27,338.30","26,836.80",27110.98,"27,110.98","542,310,000",28238.124,28579.1845,Profit
1232,6-Jun-18,"24,854.14","25,146.46","24,854.14",25146.39,"25,146.39","316,090,000",28125.774,28493.2905,Loss
981,6-Jun-19,"25,567.45","25,800.30","25,518.05",25720.66,"25,720.66","248,070,000",27240.136,28457.9075,Profit
225,6-Jun-22,"33,032.04","33,235.37","32,819.50",32915.78,"32,915.78","253,010,000",27241.744,28871.936,Profit
1231,7-Jun-18,"25,192.14","25,326.09","25,164.48",25241.41,"25,241.41","357,680,000",27284.516,28860.2555,Profit
980,7-Jun-19,"25,768.72","26,072.75","25,768.72",25983.94,"25,983.94","263,010,000",27349.692,28430.687,Profit
477,7-Jun-21,"34,766.20","34,820.91","34,574.51",34630.24,"34,630.24","259,120,000",28184.534,28521.5375,Loss
224,7-Jun-22,"32,783.03","33,207.45","32,641.85",33180.14,"33,180.14","270,750,000",28026.909,28893.412,Loss
1230,8-Jun-18,"25,209.29","25,325.63","25,165.70",25316.53,"25,316.53","317,510,000",28078.564,28429.2195,Loss
728,8-Jun-20,"27,232.93","27,580.21","27,232.48",27572.44,"27,572.44","430,200,000",28281.851,28145.4275,Profit
476,8-Jun-21,"34,645.84","34,665.38","34,452.94",34599.82,"34,599.82","289,440,000",29030.735,28634.4295,Loss
223,8-Jun-22,"33,087.07","33,156.50","32,824.37",32910.9,"32,910.90","270,470,000",29807.186,28966.48,Loss
727,9-Jun-20,"27,447.37","27,447.37","27,151.06",27272.3,"27,272.30","381,430,000",29962.35,28601.243,Profit
475,9-Jun-21,"34,626.16","34,654.67","34,439.37",34447.14,"34,447.14","245,100,000",30115.486,28678.615,Loss
222,9-Jun-22,"32,828.62","32,956.73","32,267.78",32272.79,"32,272.79","289,710,000",30818.624,29051.57,Profit
979,10-Jun-19,"26,090.22","26,210.61","26,054.31",26062.68,"26,062.68","249,280,000",30826.498,29088.095,Loss
726,10-Jun-20,"27,251.89","27,355.22","26,938.05",26989.99,"26,989.99","448,930,000",30062.473,29123.5035,Loss
474,10-Jun-21,"34,502.51","34,737.79","34,447.25",34466.24,"34,466.24","309,310,000",30191.083,29108.996,Profit
221,10-Jun-22,"32,053.52","32,053.52","31,387.84",31392.79,"31,392.79","362,300,000",30798.709,29438.6365,Loss
1229,11-Jun-18,"25,336.67","25,402.83","25,290.20",25322.31,"25,322.31","276,740,000",30573.696,29427.7735,Loss
978,11-Jun-19,"26,180.59","26,248.67","25,998.87",26048.51,"26,048.51","253,490,000",29718.565,29374.65,Loss
725,11-Jun-20,"26,282.51","26,294.08","25,082.72",25128.17,"25,128.17","647,780,000",28940.292,29373.739,Profit
473,11-Jun-21,"34,499.81","34,618.09","34,328.65",34479.6,"34,479.60","260,840,000",29661.022,29811.686,Profit
1228,12-Jun-18,"25,346.82","25,364.37","25,247.04",25320.73,"25,320.73","265,750,000",28748.381,29431.9335,Profit
977,12-Jun-19,"26,040.30","26,082.10","25,958.66",26004.83,"26,004.83","223,690,000",28121.585,29470.1045,Profit
724,12-Jun-20,"25,659.42","25,965.55","25,078.41",25605.54,"25,605.54","514,440,000",28075.871,29451.1845,Profit
1227,13-Jun-18,"25,328.65","25,362.07","25,191.42",25201.2,"25,201.20","329,700,000",27896.992,28979.7325,Loss
976,13-Jun-19,"26,036.94","26,146.91","25,995.71",26106.77,"26,106.77","213,400,000",27061.045,28626.064,Loss
220,13-Jun-22,"31,144.91","31,144.91","30,373.72",30516.74,"30,516.74","472,290,000",26973.44,28886.0745,Loss
1226,14-Jun-18,"25,254.65","25,332.50","25,138.60",25175.31,"25,175.31","341,170,000",26958.74,28766.218,Profit
975,14-Jun-19,"26,076.36","26,162.28","25,988.09",26089.61,"26,089.61","208,020,000",26962.85,28340.7075,Loss
472,14-Jun-21,"34,472.52","34,472.52","34,211.54",34393.75,"34,393.75","295,530,000",27889.408,28414.85,Profit
219,14-Jun-22,"30,592.34","30,690.80","30,144.23",30364.83,"30,364.83","366,800,000",27477.931,28569.4765,Profit
1225,15-Jun-18,"25,116.71","25,130.82","24,894.38",25090.48,"25,090.48","659,370,000",27454.906,28101.6435,Profit
723,15-Jun-20,"25,270.39","25,891.58","24,843.18",25763.16,"25,763.16","461,230,000",27430.739,27776.162,Loss
471,15-Jun-21,"34,397.10","34,420.38","34,199.16",34299.33,"34,299.33","272,430,000",28300.118,28187.9945,Loss
218,15-Jun-22,"30,570.50","31,011.97","30,185.08",30668.53,"30,668.53","392,670,000",28846.851,28371.9215,Profit
722,16-Jun-20,"26,326.68","26,611.03","25,811.70",26289.98,"26,289.98","489,500,000",28865.172,27963.1085,Loss
470,16-Jun-21,"34,308.48","34,333.25","33,917.11",34033.67,"34,033.67","347,150,000",29216.865,28095.1525,Profit
217,16-Jun-22,"30,305.74","30,305.74","29,740.35",29927.07,"29,927.07","442,910,000",29692.041,28325.3905,Loss
974,17-Jun-19,"26,108.53","26,165.78","26,049.80",26112.53,"26,112.53","199,500,000",29694.333,28328.5915,Profit
721,17-Jun-20,"26,330.52","26,400.07","26,068.41",26119.61,"26,119.61","328,830,000",28866.919,28378.1635,Loss
469,17-Jun-21,"34,014.38","34,091.79","33,626.61",33823.45,"33,823.45","354,690,000",29212.781,28345.356,Loss
216,17-Jun-22,"29,912.70","30,167.52","29,653.29",29888.78,"29,888.78","692,830,000",29692.611,28573.7585,Profit
1224,18-Jun-18,"24,944.28","25,003.10","24,825.77",24987.47,"24,987.47","337,070,000",29615.042,28522.8905,Loss
973,18-Jun-19,"26,228.90","26,527.19","26,227.80",26465.54,"26,465.54","273,490,000",28831.663,28565.8905,Loss
720,18-Jun-20,"26,016.45","26,154.20","25,848.53",26080.1,"26,080.10","328,390,000",28372.82,28609.8355,Loss
468,18-Jun-21,"33,622.70","33,622.70","33,271.93",33290.08,"33,290.08","563,920,000",29072.83,28969.001,Profit
1223,19-Jun-18,"24,763.59","24,763.59","24,567.75",24700.21,"24,700.21","376,380,000",28139.484,28678.1745,Profit
972,19-Jun-19,"26,490.16","26,569.75","26,415.05",26504,"26,504.00","240,950,000",27797.177,28744.609,Loss
719,19-Jun-20,"26,213.10","26,451.44","25,759.66",25871.46,"25,871.46","669,390,000",27773.07,28733.7015,Profit
1222,20-Jun-18,"24,771.17","24,804.76","24,628.39",24657.8,"24,657.80","359,520,000",27626.889,28246.904,Loss
971,20-Jun-19,"26,665.38","26,798.63","26,539.69",26753.17,"26,753.17","278,170,000",26919.861,28066.321,Profit
1221,21-Jun-18,"24,639.21","24,639.21","24,406.63",24461.7,"24,461.70","349,570,000",26377.153,28034.882,Loss
970,21-Jun-19,"26,749.12","26,907.37","26,705.87",26719.13,"26,719.13","485,560,000",26550.319,28082.6805,Profit
467,21-Jun-21,"33,312.07","33,908.09","33,312.07",33876.97,"33,876.97","317,260,000",27291.462,28061.5625,Loss
215,21-Jun-22,"30,074.69","30,653.98","30,074.69",30530.25,"30,530.25","376,900,000",27736.477,28054.6485,Profit
1220,22-Jun-18,"24,526.97","24,663.18","24,526.97",24580.89,"24,580.89","473,970,000",26865.558,27969.194,Loss
718,22-Jun-20,"25,865.08","26,059.81","25,667.68",26024.96,"26,024.96","351,780,000",26998.033,27568.7585,Loss
466,22-Jun-21,"33,872.56","34,040.70","33,751.06",33945.58,"33,945.58","284,130,000",27742.191,27769.684,Profit
